country,issue,id,value,value_formatted,start_date_formatted,description,end_date_formatted
Guyana,age-of-consent,,na,N/A,,Homosexuality is illegal.,
Haiti,homosexuality,1,Legal,Legal,"May 27, 1986",,
Haiti,marriage,15,Not legal,Not legal,,"Same sex marriage is not legal in Haiti, and upon announcement of plans to lobby for the right, advocates were met with a stream of religious backlash.",
Haiti,censorship,56,No censorship,No censorship,,"In Haiti, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Haiti,changing-gender,21,"Legal, surgery not required","Legal, surgery not required","January 1, 2016",Missing non binary options.,
Haiti,non-binary-gender-recognition,58,Not legally recognized,Not legally recognized,,Non-binary options missing.,
Haiti,discrimination,20,No protections,No protections,"March 8, 1987",,
Haiti,employment-discrimination,,ambiguous,Ambiguous,,only protection is right to health. some protection under human rights institute. Attitude is that lgbt people are immoral that was in 2010.,
Haiti,housing-discrimination,47,No protections,No protections,"March 8, 1987",,
Haiti,adoption,5,Single only,Single only,,No laws for same sex couples.,
Haiti,military,,na,N/A,,they don't have military,
Haiti,blood,25,Legal,Legal,,,
Haiti,conversion-therapy,49,Not banned,Not banned,,Some treatments are corrective rape on lesbians.,
Haiti,age-of-consent,27,Equal,Equal,,,
Heard Island and McDonald Islands,homosexuality,1,Legal,Legal,"May 1, 1997",Follows from Australian law due to being a territory of Australia without any population,
Heard Island and McDonald Islands,marriage,8,Legal,Legal,,,
Heard Island and McDonald Islands,censorship,56,No censorship,No censorship,,"In Heard Island and McDonald Islands, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Heard Island and McDonald Islands,changing-gender,21,"Legal, surgery not required","Legal, surgery not required",,,
Heard Island and McDonald Islands,non-binary-gender-recognition,,,,,,
Heard Island and McDonald Islands,discrimination,19,Illegal,Illegal,,No Population.,
Heard Island and McDonald Islands,employment-discrimination,42,Sexual orientation and gender identity,Sexual orientation and gender identity,,No current pop. but protected by federal law.,
Heard Island and McDonald Islands,housing-discrimination,45,Sexual orientation and gender identity,Sexual orientation and gender identity,,Under Australia's criminal laws.,
Heard Island and McDonald Islands,adoption,3,Legal,Legal,,,
Heard Island and McDonald Islands,military,16,Legal,Legal,"November 24, 1992",Australia responsible for defence.,
Heard Island and McDonald Islands,blood,52,Banned (3-month deferral),Banned (3-month deferral),"January 31, 2021","Since January 31, 2021, the deferral period has been reduced to three months.",
Heard Island and McDonald Islands,conversion-therapy,48,Banned,Banned,,,
Heard Island and McDonald Islands,age-of-consent,27,Equal,Equal,,,
Vatican City,homosexuality,1,Legal,Legal,"January 1, 1929","The laws are based on the Italian Penal Code of 1929 (the time of the founding of the sovereignty of Vatican City). There are no criminal laws against non-commercial, private, adult and consensual same-sex sexual activity.<br />
<br />
On October 13, 2014, the Vatican released a report that summarizes ongoing discussions about family issues among the top Catholic clergy. Totally unexpected, they moved the LGBT community across the world by showing a positive attitude towards the homosexuals. Though no decisions were announced, the clergy seemed keen to let the society reap the benefits of cohabitation and civil unions.",
Vatican City,marriage,,na,N/A,,"Same-sex marriage was ruled to be incompatible with the Catholic Church, however same-sex civil unions were favored by Pope Francis.",
Vatican City,censorship,56,No censorship,No censorship,,"In Vatican City, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Vatican City,changing-gender,22,Illegal,Illegal,,It is not possible to change gender in the Vatican City.,
Vatican City,non-binary-gender-recognition,,,,,,
Vatican City,discrimination,32,Illegal in some contexts,Illegal in some contexts,,The pope just changed the attitude towards lgbt people. From nationwide discrimination employment protections but nothing exactly  in Vatican city ,
Vatican City,employment-discrimination,43,No protections,No protections,,None exist in the region.,
Vatican City,housing-discrimination,47,No protections,No protections,,Only place in Italy that doesn't have discrimination protections.,
Vatican City,adoption,,na,N/A,,"There is no adoption in Vatican City, because there are not any children in Vatican City.",
Vatican City,military,,na,N/A,,Not applicable since it has no military,
Vatican City,blood,25,Legal,Legal,,,
Vatican City,conversion-therapy,,na,N/A,,Not applicable.,
Vatican City,age-of-consent,27,Equal,Equal,"January 1, 1890",,
Honduras,homosexuality,1,Legal,Legal,"March 12, 1985",,
Honduras,marriage,15,Not legal,Not legal,"May 4, 2005",The 2005 constitution explicitly prohibits the marriage or union between two people of the same sex,
Honduras,censorship,56,No censorship,No censorship,,"In Honduras, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Honduras,changing-gender,,ambiguous,Ambiguous,,No laws in place. Required legalization. Missing non binary options on documents.,
Honduras,non-binary-gender-recognition,58,Not legally recognized,Not legally recognized,,No non-binary options on documents.,
Honduras,discrimination,19,Illegal,Illegal,"February 22, 2013",Article 321 of the penal code was amended to protect LGBT individual from discrimination. Implementation of this law however has not yet been found.,
Honduras,employment-discrimination,42,Sexual orientation and gender identity,Sexual orientation and gender identity,"February 22, 2013",Under hundras criminal code.,
Honduras,housing-discrimination,45,Sexual orientation and gender identity,Sexual orientation and gender identity,"February 22, 2017",under the Honduras Criminal Code.,
Honduras,adoption,5,Single only,Single only,"December 19, 2017",No laws in place for same sex couples.,
Honduras,military,16,Legal,Legal,,"No know restrictions, they are harrased though.",
Honduras,blood,25,Legal,Legal,,Honduras- Canadian red cross does not prohibit lgbt from donating.,
Honduras,conversion-therapy,49,Not banned,Not banned,"April 20, 2016",Conversion therapy ban pending.,
Honduras,age-of-consent,27,Equal,Equal,,,
Hong Kong,homosexuality,1,Legal,Legal,"January 1, 1991",,
Hong Kong,marriage,10,Foreign same-sex marriages recognized only,Foreign same-sex marriages recognized only,"January 1, 2017",Same sex marriage registered outside of Hong Kong is recognized for immigration purposes.,
Hong Kong,censorship,56,No censorship,No censorship,,"In Hong Kong, there are no laws restricting the discussion or promotion of LGBTQ+ topics.",
Hong Kong,changing-gender,21,"Legal, surgery not required","Legal, surgery not required","February 6, 2023",The Court of Final Appeal ruled in favour of the two men and found the surgical requirement unconstitutional.,
Hong Kong,non-binary-gender-recognition,,,,,,
Hong Kong,discrimination,32,Illegal in some contexts,Illegal in some contexts,,,
Hong Kong,employment-discrimination,43,No protections,No protections,,"There is currently is no legal prohibition of sexual orientation-based employment<br />
discrimination in the private sector.",
Hong Kong,housing-discrimination,47,No protections,No protections,,Full discrimination protections pending.,
Hong Kong,adoption,,,,,,
Hong Kong,military,,na,N/A,,Hong Kong does not have its own military force.,
Hong Kong,blood,40,Banned (1-year deferral),Banned (1-year deferral),"September 25, 2017",Only banned is gay men. Full legalization pending.,
Hong Kong,conversion-therapy,,,,,,
Hong Kong,age-of-consent,27,Equal,Equal,"January 1, 2006",,
Hungary,homosexuality,1,Legal,Legal,"December 15, 1961",Homosexual activity was decriminalised in Hungary in 1961.,
Hungary,marriage,33,Civil unions,Civil unions,"July 1, 2009","The institution of registered partnership is only available to same sex couples. The unregistered cohabitation (élettársi kapcsolat) of same-sex couples was recognised and placed on equal footing with the unregistered cohabitation of different-sex couples in 1996.<br />
However, same-sex marriage is banned by the 2012 Constitution.",
Hungary,censorship,54,Fine as punishment,Fine as punishment,"January 1, 2021","Hungary’s parliament has passed a law banning gay people from featuring in school educational materials or TV shows for under-18s, as Viktor Orbán’s ruling party intensified its campaign against LGBT rights, however, the law, while existing is often ignored and unenforced by the Hungarian law enforcement and populace ",
Hungary,changing-gender,22,Illegal,Illegal,"January 31, 2023","On January 31, the Constitutional Court of Hungary issued a ruling that will continue to block new applications from transgender people for legal gender recognition.",
Hungary,non-binary-gender-recognition,58,Not legally recognized,Not legally recognized,,"In 2020 the legal definition of ""sex"" has been redefined to ""match sex at birth"", making it impossible for trans and intersex individuals to update or change their legal gender.",
Hungary,discrimination,19,Illegal,Illegal,"January 1, 1998",There are several provision that bans discrimination against the basis of sexual orientations and gender identities. A court ruling has also stated that the general anti-discrimination law in the constitution extends its coverage to sexual orientation and gender identities as well.,
Hungary,employment-discrimination,42,Sexual orientation and gender identity,Sexual orientation and gender identity,"January 1, 1998",Discrimination is illegal for both sexual orientation and gender identity,
Hungary,housing-discrimination,45,Sexual orientation and gender identity,Sexual orientation and gender identity,"January 1, 1998",Discrimination is illegal for both sexual orientation and gender identity,
