Country,year,MMR,Live Births,Maternal deaths,Women reproductive age (15-49),MM-rate,,Skilled attendance %,"Source MMR, maternal death and Live birth",Comment,Source women reproductive age,Comments,,,,,,,,
Ireland,1939,339,56070,218,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1940,367,56394,227,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1941,321,56780,209,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1942,247,66117,189,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1943,225,64375,162,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1944,238,65425,176,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1945,237,66861,176,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1946,201,67922,163,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1947,188,68978,148,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1948,158,65930,124,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1949,181,64153,129,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1950,156,63565,99,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1951,163.8,62878,103,670000,15.37,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1952,142.3,64631,92,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1953,132.7,62558,83,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1954,110.3,62534,69,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1955,113.6,61622,70,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1956,85.6,60740,52,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1957,132.3,61242,81,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1958,102.5,59510,61,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1959,64.8,60188,39,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1960,57.6,60735,35,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1961,45.1,59825,27,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1962,43.7,61782,27,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1963,34.8,63246,22,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1964,46.8,64072,30,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1965,28.3,63525,18,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1966,28.9,62215,18,600000,3.00,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1967,22.8,61307,14,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1968,36.1,61004,22,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1969,32,62912,20,,,,,LB and MMR ata from Central Statistics Office Ireland,,,,,,,,,,,
Ireland,1970,31,64382,20,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,Data from Statistics Ireland identical with Europe health database,,,,,,,,,,
Ireland,1971,25,67551,17,627000,2.71,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1972,41,68527,28,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1973,12,68713,8,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1974,22,68907,15,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1975,7,67178,5,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1976,16,67718,11,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1977,12,68892,8,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1978,17,70299,12,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1979,10,72539,7,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1980,7,74064,5,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1981,4,72158,3,782000,0.38,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1982,6,70843,4,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1983,12,67117,8,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1984,6,64062,4,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1985,6,62388,4,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1986,5,61620,3,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1987,3,58433,2,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1988,2,54600,1,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1989,4,52018,2,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1990,4,53044,2,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1991,8,52718,4,855000,0.47,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1992,4,51089,2,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1993,0,49304,0,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1994,2,48255,1,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1995,0,48787,0,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1996,6,50655,3,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1997,6,52775,3,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1998,4,53969,2,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,1999,2,53924,1,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,2000,2,54789,1,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,2001,5,57854,3,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,2002,8,60503,5,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,2003,0,61529,0,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,2004,2,61684,1,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,2005,2,61042,1,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,2006,2,64237,1,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,2007,1,70620,1,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Ireland,2008,3,75065,2,,,,,WHO Europe health database http://data.euro.who.int/hfadb/,,,,,,,,,,,
Japan,1930,,,,15045000,,,,,,,,,,,,,,,
Japan,1935,260,2101969,5465,,,,,"LB: Statistics Bureau. Australia. http://www.stat.go.jp/data/chouki/zuhyou/02-24.xls, MMR made available by Wim Van Lerberge, Data published in Van Lerberghe, W. and V. De Brouwere Of blind alleys and things that have worked: history's lessons on reducing maternal mortality? Studies in Health Service Organization and Policy, 2001. 17: p. 7-34.",,,,,,,,,,,
Japan,1936,,2180734,0,,,,,"LB: Statistics Bureau. Australia. http://www.stat.go.jp/data/chouki/zuhyou/02-24.xls, MMR made available by Wim Van Lerberge, Data published in Van Lerberghe, W. and V. De Brouwere Of blind alleys and things that have worked: history's lessons on reducing maternal mortality? Studies in Health Service Organization and Policy, 2001. 17: p. 7-34.",,,,,,,,,,,
Japan,1937,,1928321,0,,,,,"LB: Statistics Bureau. Australia. http://www.stat.go.jp/data/chouki/zuhyou/02-24.xls, MMR made available by Wim Van Lerberge, Data published in Van Lerberghe, W. and V. De Brouwere Of blind alleys and things that have worked: history's lessons on reducing maternal mortality? Studies in Health Service Organization and Policy, 2001. 17: p. 7-34.",,,,,,,,,,,
Japan,1938,,1901573,0,,,,,"LB: Statistics Bureau. Australia. http://www.stat.go.jp/data/chouki/zuhyou/02-24.xls, MMR made available by Wim Van Lerberge, Data published in Van Lerberghe, W. and V. De Brouwere Of blind alleys and things that have worked: history's lessons on reducing maternal mortality? Studies in Health Service Organization and Policy, 2001. 17: p. 7-34.",,,,,,,,,,,
Japan,1939,,2115867,0,,,,,"LB: Statistics Bureau. Australia. http://www.stat.go.jp/data/chouki/zuhyou/02-24.xls, MMR made available by Wim Van Lerberge, Data published in Van Lerberghe, W. and V. De Brouwere Of blind alleys and things that have worked: history's lessons on reducing maternal mortality? Studies in Health Service Organization and Policy, 2001. 17: p. 7-34.",,,,,,,,,,,
Japan,1940,240,2277283,5465,17445000,31.33,,,"LB: Statistics Bureau. Australia. http://www.stat.go.jp/data/chouki/zuhyou/02-24.xls, MMR made available by Wim Van Lerberge, Data published in Van Lerberghe, W. and V. De Brouwere Of blind alleys and things that have worked: history's lessons on reducing maternal mortality? Studies in Health Service Organization and Policy, 2001. 17: p. 7-34.",,,,,,,,,,,
Japan,1941,,2233660,0,,,,,"LB: Statistics Bureau. Australia. http://www.stat.go.jp/data/chouki/zuhyou/02-24.xls, MMR made available by Wim Van Lerberge, Data published in Van Lerberghe, W. and V. De Brouwere Of blind alleys and things that have worked: history's lessons on reducing maternal mortality? Studies in Health Service Organization and Policy, 2001. 17: p. 7-34.",,,,,,,,,,,
Japan,1942,,2253535,0,,,,,"LB: Statistics Bureau. Australia. http://www.stat.go.jp/data/chouki/zuhyou/02-24.xls, MMR made available by Wim Van Lerberge, Data published in Van Lerberghe, W. and V. De Brouwere Of blind alleys and things that have worked: history's lessons on reducing maternal mortality? Studies in Health Service Organization and Policy, 2001. 17: p. 7-34.",,,,,,,,,,,
Japan,1943,,...,,,,,,"LB: Statistics Bureau. Australia. http://www.stat.go.jp/data/chouki/zuhyou/02-24.xls, MMR made available by Wim Van Lerberge, Data published in Van Lerberghe, W. and V. De Brouwere Of blind alleys and things that have worked: history's lessons on reducing maternal mortality? Studies in Health Service Organization and Policy, 2001. 17: p. 7-34.",,,,,,,,,,,
Japan,1944,,...,,,,,,"LB: Statistics Bureau. Australia. http://www.stat.go.jp/data/chouki/zuhyou/02-24.xls, MMR made available by Wim Van Lerberge, Data published in Van Lerberghe, W. and V. De Brouwere Of blind alleys and things that have worked: history's lessons on reducing maternal mortality? Studies in Health Service Organization and Policy, 2001. 17: p. 7-34.",,,,,,,,,,,
Japan,1945,,...,,,,,,"LB: Statistics Bureau. Australia. http://www.stat.go.jp/data/chouki/zuhyou/02-24.xls, MMR made available by Wim Van Lerberge, Data published in Van Lerberghe, W. and V. De Brouwere Of blind alleys and things that have worked: history's lessons on reducing maternal mortality? Studies in Health Service Organization and Policy, 2001. 17: p. 7-34.",,,,,,,,,,,
Japan,1946,,,,,,,,"LB: Statistics Bureau. Australia. http://www.stat.go.jp/data/chouki/zuhyou/02-24.xls, MMR made available by Wim Van Lerberge, Data published in Van Lerberghe, W. and V. De Brouwere Of blind alleys and things that have worked: history's lessons on reducing maternal mortality? Studies in Health Service Organization and Policy, 2001. 17: p. 7-34.",,,,,,,,,,,
Japan,1947,168,2678792,4500,,,,,"LB: Statistics Bureau. Australia. http://www.stat.go.jp/data/chouki/zuhyou/02-24.xls, MMR made available by Wim Van Lerberge, Data published in Van Lerberghe, W. and V. De Brouwere Of blind alleys and things that have worked: history's lessons on reducing maternal mortality? Studies in Health Service Organization and Policy, 2001. 17: p. 7-34.",,,,,,,,,,,
Japan,1948,,2681624,,,,,,"LB: Statistics Bureau. Australia. http://www.stat.go.jp/data/chouki/zuhyou/02-24.xls, MMR made available by Wim Van Lerberge, Data published in Van Lerberghe, W. and V. De Brouwere Of blind alleys and things that have worked: history's lessons on reducing maternal mortality? Studies in Health Service Organization and Policy, 2001. 17: p. 7-34.",,,,,,,,,,,
Japan,1949,,2696638,,,,,,"LB: Statistics Bureau. Australia. http://www.stat.go.jp/data/chouki/zuhyou/02-24.xls, MMR made available by Wim Van Lerberge, Data published in Van Lerberghe, W. and V. De Brouwere Of blind alleys and things that have worked: history's lessons on reducing maternal mortality? Studies in Health Service Organization and Policy, 2001. 17: p. 7-34.",,,,,,,,,,,
Japan,1950,176,2337507,4114,21287000,19.33,,,"LB: Statistics Bureau. Australia. http://www.stat.go.jp/data/chouki/zuhyou/02-24.xls, MMR made available by Wim Van Lerberge, Data published in Van Lerberghe, W. and V. De Brouwere Of blind alleys and things that have worked: history's lessons on reducing maternal mortality? Studies in Health Service Organization and Policy, 2001. 17: p. 7-34.",,,,,,,,,,,
Japan,1951,173,2137689,3698,,,,,"LB: Statistics Bureau. Australia. http://www.stat.go.jp/data/chouki/zuhyou/02-24.xls, MMR made available by Wim Van Lerberge, Data published in Van Lerberghe, W. and V. De Brouwere Of blind alleys and things that have worked: history's lessons on reducing maternal mortality? Studies in Health Service Organization and Policy, 2001. 17: p. 7-34.",,,,,,,,,,,
Japan,1952,170,2005162,3409,,,,,"LB: Statistics Bureau. Australia. http://www.stat.go.jp/data/chouki/zuhyou/02-24.xls, MMR made available by Wim Van Lerberge, Data published in Van Lerberghe, W. and V. De Brouwere Of blind alleys and things that have worked: history's lessons on reducing maternal mortality? Studies in Health Service Organization and Policy, 2001. 17: p. 7-34.",,,,,,,,,,,
Japan,1953,181,1868040,3381,,,,,"LB: Statistics Bureau. Australia. http://www.stat.go.jp/data/chouki/zuhyou/02-24.xls, MMR made available by Wim Van Lerberge, Data published in Van Lerberghe, W. and V. De Brouwere Of blind alleys and things that have worked: history's lessons on reducing maternal mortality? Studies in Health Service Organization and Policy, 2001. 17: p. 7-34.",,,,,,,,,,,
Japan,1954,184,1769580,3256,,,,,"LB: Statistics Bureau. Australia. http://www.stat.go.jp/data/chouki/zuhyou/02-24.xls, MMR made available by Wim Van Lerberge, Data published in Van Lerberghe, W. and V. De Brouwere Of blind alleys and things that have worked: history's lessons on reducing maternal mortality? Studies in Health Service Organization and Policy, 2001. 17: p. 7-34.",,,,,,,,,,,
Japan,1955,179,1730692,3098,,,,,"LB: Statistics Bureau. Australia. http://www.stat.go.jp/data/chouki/zuhyou/02-24.xls, MMR made available by Wim Van Lerberge, Data published in Van Lerberghe, W. and V. De Brouwere Of blind alleys and things that have worked: history's lessons on reducing maternal mortality? Studies in Health Service Organization and Policy, 2001. 17: p. 7-34.",,,,,,,,,,,
Japan,1956,170,1665278,2831,,,,,"LB: Statistics Bureau. Australia. http://www.stat.go.jp/data/chouki/zuhyou/02-24.xls, MMR made available by Wim Van Lerberge, Data published in Van Lerberghe, W. and V. De Brouwere Of blind alleys and things that have worked: history's lessons on reducing maternal mortality? Studies in Health Service Organization and Policy, 2001. 17: p. 7-34.",,,,,,,,,,,
Japan,1957,171,1566713,2679,,,,,"LB: Statistics Bureau. Australia. http://www.stat.go.jp/data/chouki/zuhyou/02-24.xls, MMR made available by Wim Van Lerberge, Data published in Van Lerberghe, W. and V. De Brouwere Of blind alleys and things that have worked: history's lessons on reducing maternal mortality? Studies in Health Service Organization and Policy, 2001. 17: p. 7-34.",,,,,,,,,,,
Japan,1958,155,1653469,2563,,,,,"LB: Statistics Bureau. Australia. http://www.stat.go.jp/data/chouki/zuhyou/02-24.xls, MMR made available by Wim Van Lerberge, Data published in Van Lerberghe, W. and V. De Brouwere Of blind alleys and things that have worked: history's lessons on reducing maternal mortality? Studies in Health Service Organization and Policy, 2001. 17: p. 7-34.",,,,,,,,,,,
Japan,1959,146,1626088,2374,,,,,"LB: Statistics Bureau. Australia. http://www.stat.go.jp/data/chouki/zuhyou/02-24.xls, MMR made available by Wim Van Lerberge, Data published in Van Lerberghe, W. and V. De Brouwere Of blind alleys and things that have worked: history's lessons on reducing maternal mortality? Studies in Health Service Organization and Policy, 2001. 17: p. 7-34.",,,,,,,,,,,
