"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"39 years"	"39"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Male"	"M"	91	10893926	0.8
	"39 years"	"39"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Female"	"F"	69	10811698	0.6
	"39 years"	"39"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Male"	"M"	122	10893926	1.1
	"39 years"	"39"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Female"	"F"	126	10811698	1.2
	"39 years"	"39"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Male"	"M"	154	10893926	1.4
	"39 years"	"39"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Female"	"F"	67	10811698	0.6
	"39 years"	"39"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Male"	"M"	74	10893926	0.7
	"39 years"	"39"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Female"	"F"	935	10811698	8.6
	"39 years"	"39"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"Female"	"F"	301	10811698	2.8
	"39 years"	"39"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Female"	"F"	105	10811698	1.0
	"39 years"	"39"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Female"	"F"	156	10811698	1.4
	"39 years"	"39"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Female"	"F"	23	10811698	0.2
	"39 years"	"39"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Male"	"M"	69	10893926	0.6
	"39 years"	"39"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Female"	"F"	15	10811698	Unreliable
	"39 years"	"39"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Male"	"M"	10	10893926	Unreliable
	"39 years"	"39"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	166	10811698	1.5
	"39 years"	"39"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	259	10893926	2.4
	"39 years"	"39"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	186	10811698	1.7
	"39 years"	"39"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	271	10893926	2.5
	"39 years"	"39"	"Hodgkin disease (C81)"	"GR113-038"	"Female"	"F"	11	10811698	Unreliable
	"39 years"	"39"	"Hodgkin disease (C81)"	"GR113-038"	"Male"	"M"	15	10893926	Unreliable
	"39 years"	"39"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Female"	"F"	57	10811698	0.5
	"39 years"	"39"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Male"	"M"	99	10893926	0.9
	"39 years"	"39"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	105	10811698	1.0
	"39 years"	"39"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	142	10893926	1.3
	"39 years"	"39"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Female"	"F"	13	10811698	Unreliable
	"39 years"	"39"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Male"	"M"	15	10893926	Unreliable
	"39 years"	"39"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Female"	"F"	337	10811698	3.1
	"39 years"	"39"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Male"	"M"	397	10893926	3.6
	"39 years"	"39"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Female"	"F"	54	10811698	0.5
	"39 years"	"39"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Male"	"M"	58	10893926	0.5
	"40 years"	"40"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	3138	10640920	29.5
	"40 years"	"40"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	2391	10705246	22.3
	"40 years"	"40"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Female"	"F"	32	10640920	0.3
	"40 years"	"40"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Male"	"M"	74	10705246	0.7
	"40 years"	"40"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Female"	"F"	17	10640920	Unreliable
	"40 years"	"40"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Male"	"M"	99	10705246	0.9
	"40 years"	"40"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Female"	"F"	113	10640920	1.1
	"40 years"	"40"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Male"	"M"	132	10705246	1.2
	"40 years"	"40"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Female"	"F"	326	10640920	3.1
	"40 years"	"40"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Male"	"M"	434	10705246	4.1
	"40 years"	"40"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Female"	"F"	65	10640920	0.6
	"40 years"	"40"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Male"	"M"	102	10705246	1.0
	"40 years"	"40"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Female"	"F"	102	10640920	1.0
	"40 years"	"40"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Male"	"M"	160	10705246	1.5
	"40 years"	"40"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Female"	"F"	182	10640920	1.7
	"40 years"	"40"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Male"	"M"	215	10705246	2.0
	"40 years"	"40"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Female"	"F"	64	10640920	0.6
	"40 years"	"40"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Male"	"M"	84	10705246	0.8
	"40 years"	"40"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Female"	"F"	947	10640920	8.9
	"40 years"	"40"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"Female"	"F"	288	10640920	2.7
	"40 years"	"40"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Female"	"F"	90	10640920	0.8
	"40 years"	"40"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Female"	"F"	142	10640920	1.3
	"40 years"	"40"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Female"	"F"	26	10640920	0.2
	"40 years"	"40"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Male"	"M"	69	10705246	0.6
	"40 years"	"40"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Female"	"F"	14	10640920	Unreliable
	"40 years"	"40"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Male"	"M"	30	10705246	0.3
	"40 years"	"40"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	171	10640920	1.6
	"40 years"	"40"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	262	10705246	2.4
	"40 years"	"40"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	190	10640920	1.8
	"40 years"	"40"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	273	10705246	2.6
	"40 years"	"40"	"Hodgkin disease (C81)"	"GR113-038"	"Male"	"M"	17	10705246	Unreliable
	"40 years"	"40"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Female"	"F"	50	10640920	0.5
	"40 years"	"40"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Male"	"M"	91	10705246	0.9
	"40 years"	"40"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	121	10640920	1.1
	"40 years"	"40"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	146	10705246	1.4
	"40 years"	"40"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Female"	"F"	12	10640920	Unreliable
	"40 years"	"40"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Male"	"M"	19	10705246	Unreliable
	"40 years"	"40"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Female"	"F"	367	10640920	3.4
	"40 years"	"40"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Male"	"M"	441	10705246	4.1
	"40 years"	"40"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Female"	"F"	64	10640920	0.6
	"40 years"	"40"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Male"	"M"	62	10705246	0.6
	"41 years"	"41"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	3488	10417728	33.5
	"41 years"	"41"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	2652	10436911	25.4
	"41 years"	"41"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Female"	"F"	30	10417728	0.3
	"41 years"	"41"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Male"	"M"	65	10436911	0.6
	"41 years"	"41"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Female"	"F"	27	10417728	0.3
	"41 years"	"41"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Male"	"M"	121	10436911	1.2
	"41 years"	"41"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Female"	"F"	109	10417728	1.0
	"41 years"	"41"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Male"	"M"	120	10436911	1.1
	"41 years"	"41"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Female"	"F"	366	10417728	3.5
	"41 years"	"41"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Male"	"M"	494	10436911	4.7
	"41 years"	"41"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Female"	"F"	84	10417728	0.8
	"41 years"	"41"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Male"	"M"	124	10436911	1.2
	"41 years"	"41"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Female"	"F"	105	10417728	1.0
	"41 years"	"41"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Male"	"M"	180	10436911	1.7
	"41 years"	"41"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Male"	"M"	14	10436911	Unreliable
	"41 years"	"41"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Female"	"F"	197	10417728	1.9
	"41 years"	"41"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Male"	"M"	264	10436911	2.5
	"41 years"	"41"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Female"	"F"	80	10417728	0.8
	"41 years"	"41"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Male"	"M"	97	10436911	0.9
	"41 years"	"41"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Female"	"F"	1056	10417728	10.1
	"41 years"	"41"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"Female"	"F"	351	10417728	3.4
	"41 years"	"41"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Female"	"F"	105	10417728	1.0
	"41 years"	"41"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Female"	"F"	158	10417728	1.5
	"41 years"	"41"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"Male"	"M"	19	10436911	Unreliable
	"41 years"	"41"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Female"	"F"	26	10417728	0.2
	"41 years"	"41"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Male"	"M"	86	10436911	0.8
	"41 years"	"41"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Female"	"F"	19	10417728	Unreliable
	"41 years"	"41"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Male"	"M"	27	10436911	0.3
	"41 years"	"41"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	185	10417728	1.8
	"41 years"	"41"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	293	10436911	2.8
	"41 years"	"41"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	217	10417728	2.1
	"41 years"	"41"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	300	10436911	2.9
	"41 years"	"41"	"Hodgkin disease (C81)"	"GR113-038"	"Female"	"F"	11	10417728	Unreliable
	"41 years"	"41"	"Hodgkin disease (C81)"	"GR113-038"	"Male"	"M"	18	10436911	Unreliable
	"41 years"	"41"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Female"	"F"	53	10417728	0.5
	"41 years"	"41"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Male"	"M"	94	10436911	0.9
	"41 years"	"41"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	129	10417728	1.2
	"41 years"	"41"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	160	10436911	1.5
	"41 years"	"41"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Female"	"F"	23	10417728	0.2
	"41 years"	"41"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Male"	"M"	27	10436911	0.3
	"41 years"	"41"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Female"	"F"	371	10417728	3.6
	"41 years"	"41"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Male"	"M"	444	10436911	4.3
	"41 years"	"41"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Female"	"F"	66	10417728	0.6
	"41 years"	"41"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Male"	"M"	68	10436911	0.7
	"42 years"	"42"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	3814	10209657	37.4
	"42 years"	"42"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	2887	10195313	28.3
	"42 years"	"42"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Female"	"F"	36	10209657	0.4
	"42 years"	"42"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Male"	"M"	92	10195313	0.9
	"42 years"	"42"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Female"	"F"	17	10209657	Unreliable
	"42 years"	"42"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Male"	"M"	125	10195313	1.2
	"42 years"	"42"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Female"	"F"	141	10209657	1.4
	"42 years"	"42"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Male"	"M"	140	10195313	1.4
	"42 years"	"42"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Female"	"F"	406	10209657	4.0
	"42 years"	"42"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Male"	"M"	545	10195313	5.3
	"42 years"	"42"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Female"	"F"	95	10209657	0.9
	"42 years"	"42"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Male"	"M"	121	10195313	1.2
	"42 years"	"42"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Female"	"F"	128	10209657	1.3
	"42 years"	"42"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Male"	"M"	209	10195313	2.0
	"42 years"	"42"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Male"	"M"	15	10195313	Unreliable
	"42 years"	"42"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Female"	"F"	247	10209657	2.4
	"42 years"	"42"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Male"	"M"	298	10195313	2.9
	"42 years"	"42"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Female"	"F"	73	10209657	0.7
	"42 years"	"42"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Male"	"M"	102	10195313	1.0
	"42 years"	"42"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Female"	"F"	1105	10209657	10.8
	"42 years"	"42"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"Female"	"F"	310	10209657	3.0
	"42 years"	"42"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Female"	"F"	123	10209657	1.2
	"42 years"	"42"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Female"	"F"	203	10209657	2.0
	"42 years"	"42"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"Male"	"M"	16	10195313	Unreliable
	"42 years"	"42"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Female"	"F"	44	10209657	0.4
	"42 years"	"42"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Male"	"M"	99	10195313	1.0
	"42 years"	"42"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Female"	"F"	22	10209657	0.2
	"42 years"	"42"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"Male"	"M"	26	10195313	0.3
	"42 years"	"42"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Female"	"F"	179	10209657	1.8
	"42 years"	"42"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"Male"	"M"	292	10195313	2.9
	"42 years"	"42"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Female"	"F"	230	10209657	2.3
	"42 years"	"42"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"Male"	"M"	325	10195313	3.2
	"42 years"	"42"	"Hodgkin disease (C81)"	"GR113-038"	"Female"	"F"	12	10209657	Unreliable
	"42 years"	"42"	"Hodgkin disease (C81)"	"GR113-038"	"Male"	"M"	16	10195313	Unreliable
	"42 years"	"42"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Female"	"F"	65	10209657	0.6
	"42 years"	"42"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"Male"	"M"	126	10195313	1.2
	"42 years"	"42"	"Leukemia (C91-C95)"	"GR113-040"	"Female"	"F"	129	10209657	1.3
	"42 years"	"42"	"Leukemia (C91-C95)"	"GR113-040"	"Male"	"M"	155	10195313	1.5
	"42 years"	"42"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Female"	"F"	24	10209657	0.2
	"42 years"	"42"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"Male"	"M"	28	10195313	0.3
	"42 years"	"42"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Female"	"F"	452	10209657	4.4
	"42 years"	"42"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"Male"	"M"	475	10195313	4.7
	"42 years"	"42"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Female"	"F"	77	10209657	0.8
	"42 years"	"42"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"Male"	"M"	66	10195313	0.6
	"43 years"	"43"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Female"	"F"	4213	10056417	41.9
	"43 years"	"43"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Male"	"M"	3179	10019970	31.7
	"43 years"	"43"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Female"	"F"	41	10056417	0.4
	"43 years"	"43"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"Male"	"M"	108	10019970	1.1
	"43 years"	"43"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Female"	"F"	34	10056417	0.3
	"43 years"	"43"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"Male"	"M"	132	10019970	1.3
	"43 years"	"43"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Female"	"F"	119	10056417	1.2
	"43 years"	"43"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"Male"	"M"	156	10019970	1.6
	"43 years"	"43"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Female"	"F"	499	10056417	5.0
	"43 years"	"43"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"Male"	"M"	606	10019970	6.0
	"43 years"	"43"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Female"	"F"	97	10056417	1.0
	"43 years"	"43"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"Male"	"M"	137	10019970	1.4
	"43 years"	"43"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Female"	"F"	158	10056417	1.6
	"43 years"	"43"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"Male"	"M"	220	10019970	2.2
	"43 years"	"43"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"Male"	"M"	10	10019970	Unreliable
	"43 years"	"43"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Female"	"F"	290	10056417	2.9
	"43 years"	"43"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Male"	"M"	361	10019970	3.6
	"43 years"	"43"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Female"	"F"	91	10056417	0.9
	"43 years"	"43"	"Malignant melanoma of skin (C43)"	"GR113-028"	"Male"	"M"	111	10019970	1.1
	"43 years"	"43"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Female"	"F"	1234	10056417	12.3
	"43 years"	"43"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"Female"	"F"	328	10056417	3.3
	"43 years"	"43"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"Female"	"F"	157	10056417	1.6
	"43 years"	"43"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"Female"	"F"	199	10056417	2.0
	"43 years"	"43"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"Male"	"M"	25	10019970	0.2
	"43 years"	"43"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Female"	"F"	41	10056417	0.4
	"43 years"	"43"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"Male"	"M"	115	10019970	1.1
