"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"49 years"	"49"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	594	20739904	2.9
	"49 years"	"49"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	1061	20739904	5.1
	"49 years"	"49"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	102	20739904	0.5
	"49 years"	"49"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	2092	20739904	10.1
	"49 years"	"49"	"Malignant melanoma of skin (C43)"	"GR113-028"	295	20739904	1.4
	"49 years"	"49"	"Malignant neoplasm of breast (C50)"	"GR113-029"	2015	20739904	9.7
	"49 years"	"49"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	415	20739904	2.0
	"49 years"	"49"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	287	20739904	1.4
	"49 years"	"49"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	546	20739904	2.6
	"49 years"	"49"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	108	20739904	0.5
	"49 years"	"49"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	411	20739904	2.0
	"49 years"	"49"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	154	20739904	0.7
	"49 years"	"49"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	791	20739904	3.8
	"49 years"	"49"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	1045	20739904	5.0
	"49 years"	"49"	"Hodgkin disease (C81)"	"GR113-038"	33	20739904	0.2
	"49 years"	"49"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	348	20739904	1.7
	"49 years"	"49"	"Leukemia (C91-C95)"	"GR113-040"	440	20739904	2.1
	"49 years"	"49"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	221	20739904	1.1
	"49 years"	"49"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	1960	20739904	9.5
	"49 years"	"49"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	244	20739904	1.2
	"50 years"	"50"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	17796	20893890	85.2
	"50 years"	"50"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	452	20893890	2.2
	"50 years"	"50"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	527	20893890	2.5
	"50 years"	"50"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	488	20893890	2.3
	"50 years"	"50"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	2621	20893890	12.5
	"50 years"	"50"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	681	20893890	3.3
	"50 years"	"50"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	1211	20893890	5.8
	"50 years"	"50"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	110	20893890	0.5
	"50 years"	"50"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	2517	20893890	12.0
	"50 years"	"50"	"Malignant melanoma of skin (C43)"	"GR113-028"	332	20893890	1.6
	"50 years"	"50"	"Malignant neoplasm of breast (C50)"	"GR113-029"	2317	20893890	11.1
	"50 years"	"50"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	447	20893890	2.1
	"50 years"	"50"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	366	20893890	1.8
	"50 years"	"50"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	592	20893890	2.8
	"50 years"	"50"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	190	20893890	0.9
	"50 years"	"50"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	468	20893890	2.2
	"50 years"	"50"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	174	20893890	0.8
	"50 years"	"50"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	891	20893890	4.3
	"50 years"	"50"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	1171	20893890	5.6
	"50 years"	"50"	"Hodgkin disease (C81)"	"GR113-038"	36	20893890	0.2
	"50 years"	"50"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	414	20893890	2.0
	"50 years"	"50"	"Leukemia (C91-C95)"	"GR113-040"	484	20893890	2.3
	"50 years"	"50"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	234	20893890	1.1
	"50 years"	"50"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	2241	20893890	10.7
	"50 years"	"50"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	247	20893890	1.2
	"51 years"	"51"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	19873	20738251	95.8
	"51 years"	"51"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	482	20738251	2.3
	"51 years"	"51"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	655	20738251	3.2
	"51 years"	"51"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	553	20738251	2.7
	"51 years"	"51"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	2924	20738251	14.1
	"51 years"	"51"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	816	20738251	3.9
	"51 years"	"51"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	1361	20738251	6.6
	"51 years"	"51"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	159	20738251	0.8
	"51 years"	"51"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	3012	20738251	14.5
	"51 years"	"51"	"Malignant melanoma of skin (C43)"	"GR113-028"	313	20738251	1.5
	"51 years"	"51"	"Malignant neoplasm of breast (C50)"	"GR113-029"	2522	20738251	12.2
	"51 years"	"51"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	430	20738251	2.1
	"51 years"	"51"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	414	20738251	2.0
	"51 years"	"51"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	648	20738251	3.1
	"51 years"	"51"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	216	20738251	1.0
	"51 years"	"51"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	502	20738251	2.4
	"51 years"	"51"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	208	20738251	1.0
	"51 years"	"51"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	1008	20738251	4.9
	"51 years"	"51"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	1290	20738251	6.2
	"51 years"	"51"	"Hodgkin disease (C81)"	"GR113-038"	48	20738251	0.2
	"51 years"	"51"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	485	20738251	2.3
	"51 years"	"51"	"Leukemia (C91-C95)"	"GR113-040"	492	20738251	2.4
	"51 years"	"51"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	263	20738251	1.3
	"51 years"	"51"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	2360	20738251	11.4
	"51 years"	"51"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	337	20738251	1.6
	"52 years"	"52"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	22161	20481063	108.2
	"52 years"	"52"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	578	20481063	2.8
	"52 years"	"52"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	651	20481063	3.2
	"52 years"	"52"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	594	20481063	2.9
	"52 years"	"52"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	3063	20481063	15.0
	"52 years"	"52"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	972	20481063	4.7
	"52 years"	"52"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	1628	20481063	7.9
	"52 years"	"52"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	164	20481063	0.8
	"52 years"	"52"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	3724	20481063	18.2
	"52 years"	"52"	"Malignant melanoma of skin (C43)"	"GR113-028"	391	20481063	1.9
	"52 years"	"52"	"Malignant neoplasm of breast (C50)"	"GR113-029"	2628	20481063	12.8
	"52 years"	"52"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	440	20481063	2.1
	"52 years"	"52"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	443	20481063	2.2
	"52 years"	"52"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	660	20481063	3.2
	"52 years"	"52"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	251	20481063	1.2
	"52 years"	"52"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	590	20481063	2.9
	"52 years"	"52"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	248	20481063	1.2
	"52 years"	"52"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	1024	20481063	5.0
	"52 years"	"52"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	1416	20481063	6.9
	"52 years"	"52"	"Hodgkin disease (C81)"	"GR113-038"	49	20481063	0.2
	"52 years"	"52"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	516	20481063	2.5
	"52 years"	"52"	"Leukemia (C91-C95)"	"GR113-040"	534	20481063	2.6
	"52 years"	"52"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	309	20481063	1.5
	"52 years"	"52"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	2696	20481063	13.2
	"52 years"	"52"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	282	20481063	1.4
	"53 years"	"53"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	24915	20531146	121.4
	"53 years"	"53"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	637	20531146	3.1
	"53 years"	"53"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	782	20531146	3.8
	"53 years"	"53"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	616	20531146	3.0
	"53 years"	"53"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	3210	20531146	15.6
	"53 years"	"53"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	1171	20531146	5.7
	"53 years"	"53"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	1888	20531146	9.2
	"53 years"	"53"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	212	20531146	1.0
	"53 years"	"53"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	4380	20531146	21.3
	"53 years"	"53"	"Malignant melanoma of skin (C43)"	"GR113-028"	384	20531146	1.9
	"53 years"	"53"	"Malignant neoplasm of breast (C50)"	"GR113-029"	2850	20531146	13.9
	"53 years"	"53"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	438	20531146	2.1
	"53 years"	"53"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	517	20531146	2.5
	"53 years"	"53"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	781	20531146	3.8
	"53 years"	"53"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	346	20531146	1.7
	"53 years"	"53"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	649	20531146	3.2
	"53 years"	"53"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	297	20531146	1.4
	"53 years"	"53"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	1143	20531146	5.6
	"53 years"	"53"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	1593	20531146	7.8
	"53 years"	"53"	"Hodgkin disease (C81)"	"GR113-038"	58	20531146	0.3
	"53 years"	"53"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	555	20531146	2.7
	"53 years"	"53"	"Leukemia (C91-C95)"	"GR113-040"	594	20531146	2.9
	"53 years"	"53"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	381	20531146	1.9
	"53 years"	"53"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	3021	20531146	14.7
	"53 years"	"53"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	303	20531146	1.5
	"54 years"	"54"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	28786	20827365	138.2
	"54 years"	"54"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	805	20827365	3.9
	"54 years"	"54"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	962	20827365	4.6
	"54 years"	"54"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	680	20827365	3.3
	"54 years"	"54"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	3585	20827365	17.2
	"54 years"	"54"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	1482	20827365	7.1
	"54 years"	"54"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	2195	20827365	10.5
	"54 years"	"54"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	240	20827365	1.2
	"54 years"	"54"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	5421	20827365	26.0
	"54 years"	"54"	"Malignant melanoma of skin (C43)"	"GR113-028"	430	20827365	2.1
	"54 years"	"54"	"Malignant neoplasm of breast (C50)"	"GR113-029"	3051	20827365	14.6
	"54 years"	"54"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	476	20827365	2.3
	"54 years"	"54"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	599	20827365	2.9
	"54 years"	"54"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	878	20827365	4.2
	"54 years"	"54"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	436	20827365	2.1
	"54 years"	"54"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	716	20827365	3.4
	"54 years"	"54"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	328	20827365	1.6
	"54 years"	"54"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	1247	20827365	6.0
	"54 years"	"54"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	1811	20827365	8.7
	"54 years"	"54"	"Hodgkin disease (C81)"	"GR113-038"	47	20827365	0.2
	"54 years"	"54"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	610	20827365	2.9
	"54 years"	"54"	"Leukemia (C91-C95)"	"GR113-040"	702	20827365	3.4
	"54 years"	"54"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	449	20827365	2.2
	"54 years"	"54"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	3444	20827365	16.5
	"54 years"	"54"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	372	20827365	1.8
	"55 years"	"55"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	33439	21187324	157.8
	"55 years"	"55"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	871	21187324	4.1
	"55 years"	"55"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	1073	21187324	5.1
	"55 years"	"55"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	734	21187324	3.5
	"55 years"	"55"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	3907	21187324	18.4
	"55 years"	"55"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	1767	21187324	8.3
	"55 years"	"55"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	2586	21187324	12.2
	"55 years"	"55"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	315	21187324	1.5
	"55 years"	"55"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	6760	21187324	31.9
	"55 years"	"55"	"Malignant melanoma of skin (C43)"	"GR113-028"	540	21187324	2.5
	"55 years"	"55"	"Malignant neoplasm of breast (C50)"	"GR113-029"	3455	21187324	16.3
	"55 years"	"55"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	468	21187324	2.2
	"55 years"	"55"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	689	21187324	3.3
	"55 years"	"55"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	951	21187324	4.5
	"55 years"	"55"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	588	21187324	2.8
	"55 years"	"55"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	822	21187324	3.9
	"55 years"	"55"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	414	21187324	2.0
	"55 years"	"55"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	1417	21187324	6.7
	"55 years"	"55"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	2153	21187324	10.2
	"55 years"	"55"	"Hodgkin disease (C81)"	"GR113-038"	46	21187324	0.2
	"55 years"	"55"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	753	21187324	3.6
	"55 years"	"55"	"Leukemia (C91-C95)"	"GR113-040"	796	21187324	3.8
	"55 years"	"55"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	552	21187324	2.6
	"55 years"	"55"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	3929	21187324	18.5
	"55 years"	"55"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	435	21187324	2.1
	"56 years"	"56"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	37654	21438015	175.6
	"56 years"	"56"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	1007	21438015	4.7
	"56 years"	"56"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	1221	21438015	5.7
	"56 years"	"56"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	811	21438015	3.8
	"56 years"	"56"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	4174	21438015	19.5
	"56 years"	"56"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	2138	21438015	10.0
	"56 years"	"56"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	2941	21438015	13.7
	"56 years"	"56"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	368	21438015	1.7
	"56 years"	"56"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	8175	21438015	38.1
	"56 years"	"56"	"Malignant melanoma of skin (C43)"	"GR113-028"	503	21438015	2.3
	"56 years"	"56"	"Malignant neoplasm of breast (C50)"	"GR113-029"	3651	21438015	17.0
	"56 years"	"56"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	495	21438015	2.3
	"56 years"	"56"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	755	21438015	3.5
	"56 years"	"56"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	1047	21438015	4.9
	"56 years"	"56"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	659	21438015	3.1
	"56 years"	"56"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	869	21438015	4.1
	"56 years"	"56"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	547	21438015	2.6
	"56 years"	"56"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	1580	21438015	7.4
	"56 years"	"56"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	2346	21438015	10.9
	"56 years"	"56"	"Hodgkin disease (C81)"	"GR113-038"	69	21438015	0.3
	"56 years"	"56"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	810	21438015	3.8
	"56 years"	"56"	"Leukemia (C91-C95)"	"GR113-040"	884	21438015	4.1
	"56 years"	"56"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	577	21438015	2.7
	"56 years"	"56"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	4367	21438015	20.4
	"56 years"	"56"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	496	21438015	2.3
	"57 years"	"57"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	42760	21704921	197.0
	"57 years"	"57"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	1084	21704921	5.0
	"57 years"	"57"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	1483	21704921	6.8
	"57 years"	"57"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	910	21704921	4.2
	"57 years"	"57"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	4403	21704921	20.3
	"57 years"	"57"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	2402	21704921	11.1
	"57 years"	"57"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	3422	21704921	15.8
