lname,value,label
E179,208010, DK: Unity List - Red-Green Alliance
E179,208011, DK: Denmarks Retsforbund - Denmarks Justice Party
E179,208012, DK: De Gronne - The Green Party
E179,208013, DK: Det Humnanistiske Parti - Humanist Party
E179,208014, DK: Internationalen -Socialistisk Arbejderparti - The Socialist Workers Party
E179,208015, DK: Danmarks kommunistiske Parti - Communist Party of Denmark
E179,208016, DK: Faelles Kurs - Common Course
E179,208017, DK: Ventresocialisterne - Left Socialists
E179,208019, DK: Kommunisterne - Workers Communist Party
E179,208020, DK: Centrum-Demokraterne - Centre-Democratic Party
E179,208022, DK: Fremdskridtspartiet
E179,208023, DK: Christian Democrats
E179,208024, DK: Liberal Alliance
E179,208025, DK: Blank vote
E179,208026, DK: The New Right
E179,208027, DK: Red-Green Alliance
E179,208028, DK: The Alternative
E179,233001, EE: Estonian Social Democratic Labour Party (ESDTP)
E179,233002, EE: Estonian Centre Party
E179,233003, EE: Eesti Koonderakond - Estonian Coalition Party
E179,233004, EE: Eesti Kristlik Rahvapartei (EKRP) - Estonian Christian People´s Party
E179,233005, EE: Eesti Maarahva Erakond (EME) - Estonian Country People’s Party
E179,233006, EE: Estonian Pensioners and Families Party
E179,233007, EE: Eestimaa Ühendatud Rahvapartei (EÜRP) - Estonian United People’s Party
E179,233008, EE: Estonian Reform Party
E179,233009, EE: Eesti Sinine Erakond (ESE) - Estonian Blue Party
E179,233010, EE: Isamaaliit (I) - Pro Patria
E179,233011, EE: The Rural Union
E179,233012, EE: Moodukad (M) - Moderates
E179,233013, EE: Plumeeste Kogu (PK) - FarmersUnion
E179,233014, EE: Vene Erakond Eestis (VEE) - Russian Party in Estonia
E179,233015, EE: Russian Unity Party
E179,233016, EE: Eesti Demokraatlik Liit
E179,233017, EE: Eesti Demokraatlik Toepartei
E179,233018, EE: Erakond Eesti Kodu
E179,233019, EE: Eesti Maaliit (EM)
E179,233020, EE: Eesti Rahva jaegerpartei
E179,233021, EE: Eesti Rahvuslaste Keskliit
E179,233022, EE: Erakond ´Eesti Rohelised´ (ER)
E179,233023, EE: Eesti Rojalistik Partei
E179,233024, EE: Eesti talurahva Erakond
E179,233025, EE: Metsaerakond
E179,233026, EE: Tuleviku Eesti Erakond (TEE)
E179,233027, EE: People Party of Republicans and Conservatives
E179,233028, EE: Arengupartei
E179,233029, EE: Estonian Peoples Union
E179,233030, EE: Union of Pro Patria and Res Publica
E179,233031, EE: Social Democratic Party
E179,233032, EE: Estonian Christian Democrats
E179,233033, EE: Estonian Independence Party
E179,233034, EE: Estonian Left Party
E179,233035, EE: Estonian Constitution Party
E179,233036, EE: Estonian Greens
E179,233037, EE: Estonian Conseravative Peoples party
E179,233038, EE: Estonian Free Party
E179,233039," EE: Other, please specify (WRITE IN)"
E179,233040, EE: No [no other] party appeals to me (spontaneous)
E179,246001, FI: Social democratic party
E179,246002," FI: Centre Party of Finland (centre, big, conservative) - KESK"
E179,246003, FI: National Coalition Party
E179,246004, FI: Left alliance
E179,246005, FI: Swedish People's Party in Finland
E179,246006, FI: Green league
E179,246007," FI: Christian League of Finland (right, medium, religious)"
E179,246008," FI: True Finns (right, small, conservative) - PS"
E179,246009," FI: Reform Group (centre, small, progressive)"
E179,246010, FI: Rural Party
E179,246011, FI: Pensioners Party
E179,246012, FI: Liberal Peoples Party
E179,246013, FI: Constitutional Party of the Right
E179,246014, FI: Christian democrats
E179,246021, FI: NUSU (Nuorsuomalainen Puolue)
E179,246022, FI: Center party
E179,246023, FI: Other
E179,246024,FI: No [no other] party appeals to me
E179,250001, FR: Extre-gauche - Ultra Left
E179,250002, FR: Communist Party
E179,250003, FR: Socialist Party
E179,250004, FR: Union pour la Democratie Francaise (UDF) - Union for the French Democracy
E179,250005, FR: Democratice Liberale - Liberal Democracy
E179,250006, FR: Les Verts - Green Party
E179,250007, FR: Other Environmentalist Parties
E179,250008, FR: Rassemblement Pour la Republique - Assembly for the Republic
E179,250009, FR: Le Front National de Jean-Marie le Pen - National Front of Le Pen
E179,250010, FR: Le Front National de Bruno Megret - National Front of Bruno Megret
E179,250011, FR: Mouvement des Radiaux de Gauche (MRG) - Left Radical Movement
E179,250012," FR: Centre des Democrates Sociaux (UDF, CDS)"
E179,250013, FR: The Republicans
E179,250014, FR: National Front
E179,250016, FR: RPR
E179,250017, FR: UDF
E179,250018, FR: Mouvement Ecologique
E179,250019," FR: Left Wing Extremist Parties (New Anticapitalist Party, Workers' Struggle, Independent Workers' Party)"
E179,250020," FR: Other Left Wing Parties (Radical Leftist Party, Republicain's and Citizen's Movement)"
E179,250021, FR: Democratic Movement
E179,250022, FR: New Centrist Party
E179,250023," FR: Hunting, Fishing, Nature, and Tradition"
E179,250024, FR: Union for a Popular Mouvement
E179,250025, FR: Movement for France
E179,250026," FR: Right Wing Extremist Parties (National Front - FN, National Republicain Movement - MNR)"
E179,250027, FR: Unsubmissive France
E179,250028, FR: Europe Ecology – The Greens
E179,250029, FR: The Republic Onwards
E179,250030, FR: Union of Democrats and Independents
E179,250031, FR: Act – The constructive right
E179,250032, FR: France Arise
E179,250033," FR: Other Right Wing Extremist Parties (The Patriots, National Republican Movement)"
E179,250034,  FR: Empty ballot
E179,250035,  FR: Other
E179,250036, FR: No [no other] party appeals to me (spontaneous)
E179,268001, GE: Agrarian Party (Agraruli Partia)
E179,268002, GE: Bloki ’Agordzineba’
E179,268003, GE: Ertiani Komunisturi Partia
E179,268004, GE: Republican Party of Georgia
E179,268005, GE: Erovnul-Demokratuli Partia (EDP)
E179,268006, GE: Fraqtsia Saxalxo Erovnul-Demokrati
E179,268007, GE: Bloc XXI Century (Bloki XXI Saukune)
E179,268008, GE: Socialisturi Partia (SP)
E179,268009, GE: Social-Demokratiuli Partia (SDP)
E179,268010, GE: Society Lemi (Sazogadoeba ’Lemi’)
E179,268011, GE: Gaerianebuli Respublikuri Partia (GRP)
E179,268012, GE: Round Table (Mrgvali Magida)
E179,268013, GE: Saqartvelos Moqalaqeta Kavashiri
E179,268014, GE: Reformatorta Kavashiri
E179,268015, GE: Saqartvelos Tradicionalistta Kavashiri
E179,268017, GE: Erovnuli-Damoukideblobis Partia
E179,268018, GE: Merab Kostavas Sazogadoeba
E179,268019, GE: Liberal-Demokratiuli Erovnuli Parti (LDP)
E179,268020, GE: Ilia Chavchadzis Sazigadoeba
E179,268021, GE: Saqartvelos Gvtis Shvilta Kavshiri
E179,268022, GE: Qristianul-Demokratiuli Kavshiri
E179,268023, GE: Saqartvelos Konservatiul (Monarqistuli Partia)
E179,268101, GE: United National Movement
E179,268102, GE: New Rightists Party
E179,268103, GE: Conservative Party
E179,268104, GE: Entrepreneurship will save the Georgia
E179,268105, GE: Georgian way
E179,268107, GE: Freedom Party
E179,268108, GE: Labour Party
E179,268109, GE: National forum
E179,268110, GE: Christian Democratic Party
E179,268111, GE: Democratic Movement - United Georgia
E179,268112, GE: United Opposition
E179,268113, GE: National movement
E179,268114, GE: Industry Will Save Georgia
E179,268115, GE: For United Georgia
E179,268116, GE: People's Party
E179,268117, GE: Georgia's way
E179,268118, GE: National Democratic Party
E179,268119, GE: Party 'Samartlianoba' (Justice)
E179,268120, GE: Party of Future
E179,268121, GE: Party 'Tavisufleba' (party of freedom movement)
E179,268122, GE: United National Movement
E179,268123, GE: Georgian Labor Party
E179,268124, GE: United Democratic Movement
E179,268125, GE: Alliance of Patriots of Georgia
E179,268126, GE: European Georgia
E179,268127, GE: Free Democrats
E179,268128, GE: Georgian Dream - Democratic Georgia
E179,268129, GE: National Forum
E179,268130, GE: State for the People
E179,268131, GE: New Political Center Girchi
E179,268132, GE: New Georgia
E179,268133, GE: Development Party
E179,268134, GE: Other
E179,268135, GE: No [no other] party appeals to me (spontaneous)
E179,276001, DE: Christian Democratic Party/Christian Social Union
E179,276002, DE: German Social-Democratic Party
E179,276003, DE: Freie Demokratische Partei Deutschlands (FDP) - Free Democratic Party
E179,276004, DE: The Green Party
E179,276005, DE: Partei des demokratischen Sozialismus (PDS)
E179,276006, DE: Deutsche Soziale Union (DSU) (linked with CSU)
E179,276007, DE: Demokratischer Aufbruch - Democratic Breakthrough
E179,276008, DE: Liberal-Demokratische Partei - Liberal-Democratic Party
E179,276009, DE: Neues Forum - New Forum
E179,276010, DE: Demokratie jetzt - Democracy Now
E179,276011, DE: Die Republikaner (REP)
E179,276012, DE: Nationaldemokratische Partei Deutschlands (NPD)
E179,276013, DE: Deutsche Kommunistische Partei (DKP) - Communist Party of Germany
E179,276014, DE: Autofahrerpartei - Car DriversParty
E179,276015, DE: Frauenpartei - Women Party
E179,276016, DE: Freie Waehler - Free Voters
E179,276017, DE: Graue Panther - Grey Panthers
E179,276018, DE: Oekologisch Demokratische Partei (OEDP) - Ecological Democratic Party
E179,276019, DE: PBC
E179,276020, DE: Rosa Liste - Pink List
E179,276021, DE: Deutsche Volksunion (DVU)
E179,276022, DE: Freie Arbeiter Partei (FAP)
E179,276023, DE: Extreme Parties
E179,276024, DE: Rightist Parties
E179,276025, DE: unknown
E179,276026," DE: Republikaner, NPD oder DVU"
E179,276027, DE: German National Party - NPD
E179,276028, DE: German People´s Party - DVU
E179,276029, DE: German Liberal Party
E179,276030, DE: The Left
E179,276031, DE: Alternative for Germany
E179,276032," DE: Other, please specify (WRITE IN)"
E179,300001, GR: PASOK - Panhellenic Socialist Movement
E179,300002, GR: Nea Demokratia (ND) - New Democracy (conservative)
E179,300003, GR: KKE - Communist Party of Greece
E179,300004," GR: SYN - Coalition of the Left, of Movements and Ecology"
E179,300005, GR: DIKKI - Democratic Socialists
E179,300006, GR: Right Wing
E179,300007, GR: Coalition of the Radical Left - SYRIZA
E179,300008, GR: Popular Orhtodox Rally - LAOS
E179,300009, GR: Other
E179,348001, HU: Magyar Demokrata Forum (MDF) - Hungarian Democratic Forum
E179,348002, HU: Szabad Demokratak Szovetsege (SZDSZ) - Aliance of Free Democrats
E179,348003, HU: Fuggetlen Kisgazda Part (FKGP) - Independent Smallholders Party
E179,348004, HU: FIDESZ Magyar Polgari Part - Federation of Young Democrats
E179,348005,  HU: Christian Democratic People's Party
E179,348006, HU: Hungarian Socialist Party (MSZP)
E179,348007, HU: Magyar Igazsag es Elet Partja (MIEP) - Party of Hungarian Justice and Life
E179,348008, HU: Magyar Szocialista Munkaspart (MSZMP) - Hungarian Socialist Workers´ Party
E179,348009, HU: Magyar Demokrata Neppart (MDNP) - Hungarian Democratic People’s Party
E179,348010, HU: Magyarorszagi Szocialdemokrata Part (MSZDP) - Social Democratic Party of Hungary
E179,348011, HU: Nemzetisegi
E179,348012, HU: Vlalkoz Ptja (VP) - Party of Entrepreneurs
E179,348013, HU: Magyarorszagi Zoeld Part (MZP) - Green Party of Hungary
E179,348014, HU: undocumented
E179,348015, HU: undocumented
E179,348016, HU: Centrumpárt
E179,348017, HU: Magyar Kommunista Munkáspárt Munkáspárt
E179,348018, HU: Jobbik Magyarországért Mozgalom - JOBBIK
E179,348019,  HU: Fidesz
E179,348020,  HU: Movement for a Better Hungary (Jobbik)
E179,348021,  HU: Politics Can Be Different (LMP)
E179,348022,  HU: Democratic Coalition (DK)
E179,348023,  HU: Together – Party for a New Era (Együtt)
E179,348024,  HU: Dialogue for Hungary (PM)
E179,348025,  HU: Momentum Movement (Momentum)
E179,348026,  HU: Hungarian Liberal Party (Liberálisok)
E179,348027,  HU: Hungarian Two-tailed Dog Party (MKKP)
E179,348028,  HU: Hungarian Workers' Party (Munkáspárt)
E179,348029,"  HU: Other, please specify (WRITE IN)"
E179,348030,  HU: No [no other] party appeals to me
E179,352001, IS: The Progressive Party
E179,352002, IS: The Independence Party
E179,352003, IS: The Social Democratic Alliance
E179,352004, IS: Liberal Party
E179,352005,  IS: The Left-Green Movement
E179,352006, IS: The Humanist Party
E179,352007, IS: The Christian Party
E179,352008, IS: Alpyouflokkur - Social Democratic Party
E179,352009, IS: Alpyoubandalag - Peoples Alliance
E179,352010, IS: Samtok um kvennalista - Womens Alliance
E179,352011, IS: Bandalag jafnaoarmanna
E179,352012, IS: Flok mannsins
E179,352013, IS: Serframb Stefans Valgeirssonar
E179,352014, IS: Pjooarflok
E179,352015, IS: Borgaraflokkinn - Citizens Party -
E179,352016, IS: Frjalslynda haegrimenn
E179,352017, IS: Citizen Movement
E179,352018, IS: Democracy Movement
E179,352019, IS: Bright Future
E179,352020, IS: Pirate Party
E179,352021, IS: Reform Party
E179,352022," IS: Dawn - The organization of justice, fairness and democracy"
E179,352023, IS: The People's Front of Iceland
E179,352024, IS: The Icelandic National Front
E179,352025, IS: The People's Party
E179,352026, IS: Centre Party
E179,352027," IS: Other, please specify (WRITE IN)"
E179,352028, IS: No (no other) party appeals to me
E179,372001, IE: Fianna Fail
E179,372002, IE: Fine Gael
E179,372003, IE: Labour
E179,372004, IE: Progressive Democrats
E179,372005, IE: Sinn Fein
E179,372006, IE: Green Party
E179,372007, IE: Independent
E179,372008, IE: Workers Party
E179,372009, IE: Socialist Party
E179,372010, IE: Other
E179,380001, IT: Fiamma Tricol - Tricolour Flame
E179,380002, IT: AN - National Alliance
E179,380003, IT: CCD - Christian Democratic Centre
E179,380004, IT: Go Italy
E179,380005, IT: CDU - United Christian Democrats
E179,380006, IT: League
E179,380007," IT: Liste etniche locali (per es. Sudtiroler-Volkspartei, Par"
E179,380008, IT: Partito Radicali - Radical Party
E179,380009, IT: UDR
E179,380010, IT: RI
E179,380011, IT: PPI - Italian Peoples Party
E179,380012, IT: Demokratici - Democrats
E179,380013, IT: SDI - Italian Democratic Socialists
E179,380014, IT: Liste Verdi - Federation of the Greens
E179,380015, IT: Dem. Sinistra - Democrats of the Left
E179,380016, IT: Communist Party
E179,380017, IT: Rifond. Comun. - Communist Refoundation
E179,380018, IT: Democrazia Cristiana
E179,380019, IT: Democrazia Proletaria
E179,380020, IT: Movimento Sociale-Destra Nazionale
E179,380021, IT: Partito Liberale Italiano
E179,380022, IT: Partito Republicano Italiano
E179,380023, IT: Partito Socialista Italiano
E179,380024," IT: Liste regionaliste (per es. Liga Veneta, Lega Lomb)"
E179,380025, IT: Partito pensionati
E179,380026, IT: PDUP - Party of Proletarian Unity for Communism
E179,380027, IT: PDSI
E179,380028, IT: Partito Comunista dei Lavoratori (non presente al Sud e nelle isole)
E179,380029, IT: Sinistra e Libertà
E179,380030, IT: Lista Bonino-Pannella
E179,380031, IT: Democratic Party
E179,380032, IT: Italia dei Valori - Lista Di Pietro
E179,380033, IT: Liberal Democratici Riformisti
E179,380034, IT: Us with Italy - UDC (Union of the Centre)
E179,380035, IT: Il Popolo della Libertà
E179,380036, IT: SVP - PATT
E179,380037, IT: Autonomie Liberté Démocratie
E179,380038, IT: Vallée d'Aoste
E179,380039, IT: Polo dell'Autonomia
E179,380040, IT: Forza Nuova (non presente nelle due isole maggiori)
E179,380041, IT: Power to the People!
E179,380042, IT: Free and Equal
E179,380043, IT: Italy Europe Together
E179,380044, IT: More Europe
E179,380045, IT: Popular Civic Lorenzin
E179,380046, IT: Five Star Movement
E179,380047, IT: The People of the Family
E179,380048, IT: Brothers of Italy with Giorgia Meloni
E179,380049, IT: CasaPound Italy
E179,380050, IT: Italy to the Italians
E179,380051," IT: Other, please specify (WRITE IN)"
E179,380052, IT: No [no other] party appeals to me (spontaneus)
E179,428001, LV: Savieniba Latvijas cels (LC) Alliance Latvias Way
E179,428002, LV: Party of National Agreement
E179,428003, LV: Jauna partija (JP) - The New Party
E179,428004, LV: Latvijas Zemnieku savieniba (LZS) - Latvian Farmers Union
E179,428005, LV: Demokratu partija - Democratic Party
E179,428006, LV: People Movement for Latvia
E179,428007, LV: Tautas partija (TP) Peoples Party
E179,428008, LV: Latvijas Socialdemokratu apvieniba (LSDA) - Alliance of Social Democrats of Latvia
E179,428009, LV: Apvieniba Tevzemei un Brivibai /LNNK (TB/LNNK) - Alliance for Fatherland and Freedom/LNNK
E179,428010, LV: Latvijas Liberala Partija (LLP)
E179,428011, LV: Latvijas Zemnieku savienibas/ Kristigo Latgale (LZS/KDS/LDP)
E179,428012, LV: Maznodrosinato politiska apvieniba
E179,428013, LV: Latvijas Vienibas partija (LVP)
E179,428014, LV: Coal. Latvian Dem. Labor/ Soc-Dem Wkrs/Defense Defrauded Ppl
E179,428015, LV: Tautas Saskanas Partija (TSP)
E179,428017, LV: Latvijas Krievu pilsonu partija (LKPP)
E179,428018, LV: Demokratiska Partija Saimnieks (DPS) - Democratic Party Master
E179,428019, LV: Latvijas Socialistiska Partija (LSP)
E179,428020, LV: Latvijas Nacionali demokratiska partija
E179,428021, LV: Partija Our Land un pretkomunistu apvieniba
E179,428022, LV: Tautas kustiba Latvijaj (Zigerista partija)
E179,428023, LV: Apvieniba Tevzemei un Brivibai (TB)
E179,428024, LV: Latvijas Tautas Front (LTF)
E179,428025, LV: Tautsamnieku politiska apvieniba Tautsaimnieks
E179,428027, LV: Latvijas Nacionala Kons./Zala Part.LNNK/LZP(Electoral Union)
E179,428028, LV: Latgale Democratic Party (LDP)
E179,428029, LV: Union of the Green and Farmers (Zalo un Zemnieku savieniba)
E179,428030, LV: The New Era (Jaunais laiks)
E179,428031, LV: Concord Centre (Saskanas Centrs)
E179,428032, LV: Latvia first party and party Latvian way electoral union
E179,428033, LV: Union 'For human rights in united Latvia'
E179,428034, LV: Latvian Socialdemocratic Worker Party
E179,428035, LV: Political Patriotic Union 'Motherland'
E179,428036, LV: Party 'All For Latvia' ('Visu Latvijai!')
E179,428037, LV: New Democrats ('Jaunie Demokrati')
E179,428038, LV: Society for Political Change
E179,428039, LV: Democratic patriotic association
E179,428040, LV: Harmony
E179,428041, LV: KPV LV
E179,428042, LV: New Conservative Party
E179,428043, LV: Development/For!
E179,428044, LV: National Alliance
E179,428045, LV: New Unity
E179,428046, LV: Latvian Association of Regions
E179,428047, LV: Russian Union
E179,428048, LV: Progressives
E179,428049, LV: No party appeals to me (spontaneous)
E179,428050, LV: Other
E179,440001, LT: Tevynes Sajunga (Lietuvos konservatoriai) (TS-LK) - Homeland Union/ Lithuanian Conservatives
E179,440002, LT: Homeland Union: Lithuanian Christian Democrats
E179,440003, LT: Lietuvos demokratine darbo partija (LDDP) - Lithuanian Democratic Labour Party
