"Entity","Year","coveragetype","datatype","IsSurveyYear","ISO3DataYearCovType","ISO3Year","Population","headcount_ratio_1_00","poverty_gap_index_1_00","headcount_1_00","income_gap_ratio_1_00","headcount_ratio_1_90","poverty_gap_index_1_90","headcount_1_90","income_gap_ratio_1_90","headcount_ratio_3_20","poverty_gap_index_3_20","headcount_3_20","income_gap_ratio_3_20","headcount_ratio_5_50","poverty_gap_index_5_50","headcount_5_50","income_gap_ratio_5_50","headcount_ratio_10_00","poverty_gap_index_10_00","headcount_10_00","income_gap_ratio_10_00","headcount_ratio_15_00","poverty_gap_index_15_00","headcount_15_00","income_gap_ratio_15_00","headcount_ratio_20_00","poverty_gap_index_20_00","headcount_20_00","income_gap_ratio_20_00","headcount_ratio_30_00","poverty_gap_index_30_00","headcount_30_00","income_gap_ratio_30_00","headcount_ratio_40_00","poverty_gap_index_40_00","headcount_40_00","income_gap_ratio_40_00","headcount_ratio_40_median","poverty_gap_index_40_median","headcount_40_median","income_gap_ratio_40_median","headcount_ratio_50_median","poverty_gap_index_50_median","headcount_50_median","income_gap_ratio_50_median","headcount_ratio_60_median","poverty_gap_index_60_median","headcount_60_median","income_gap_ratio_60_median","total_shortall_daily_1_00","total_shortall_daily_1_90","total_shortall_daily_3_20","total_shortall_daily_5_50","total_shortall_daily_10_00","total_shortall_daily_15_00","total_shortall_daily_20_00","total_shortall_daily_30_00","total_shortall_daily_40_00","total_shortall_daily_40_median","total_shortall_daily_50_median","total_shortall_daily_60_median","avg_shortfall_1_00","avg_shortfall_1_90","avg_shortfall_3_20","avg_shortfall_5_50","avg_shortfall_10_00","avg_shortfall_15_00","avg_shortfall_20_00","avg_shortfall_30_00","avg_shortfall_40_00","headcount_stacked_below_1_00","headcount_stacked_below_1_90","headcount_stacked_below_3_20","headcount_stacked_below_5_50","headcount_stacked_below_10_00","headcount_stacked_below_15_00","headcount_stacked_below_20_00","headcount_stacked_below_30_00","headcount_stacked_above_40_00","headcount_stacked_below_40_00","headcount_ratio_stacked_below_1_00","headcount_ratio_stacked_below_1_90","headcount_ratio_stacked_below_3_20","headcount_ratio_stacked_below_5_50","headcount_ratio_stacked_below_10_00","headcount_ratio_stacked_below_15_00","headcount_ratio_stacked_below_20_00","headcount_ratio_stacked_below_30_00","headcount_ratio_stacked_above_40_00","headcount_ratio_stacked_below_40_00"
"Thailand",2015,"N","consumption",TRUE,"THA:2015:N:c","THA2015",NA,0.02060129,0.0006276572,14156,82.9308827392252,0.02562514,0.01065701,17608,55.6503343354766,0.4764978,0.08159586,327423,33.5831746873257,6.992569,1.207625,4804910,18.002611883109,38.34736,10.86558,26350201,28.3617705572004,63.36656,24.56428,43542022,38.7782089503146,78.59533,36.33043,54006397,46.2489896530944,91.48059,52.96678,62860440,57.9160335159148,96.01934,63.24955,65979220,65.9141211092615,3.738114,0.612922,2568627,17.8009039415006,9.946462,1.791167,6834663,18.3771130359635,18.5218,3.861043,12727164,20.9530268982176,6.276572e-06,0.00020248319,0.00261106752,0.066419375,1.086558,3.684642,7.266086,15.890034,25.29982,0.0293896099,0.1072909033,0.2776089917,0.829308827392252,1.05735635237406,1.07466158999442,0.990143653570995,2.83617705572004,5.81673134254719,9.24979793061888,17.3748100547744,26.3656484437046,14156,3452,309815,4477487,21545291,17191821,10464375,8854043,2735291,3118780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand",2016,"N","consumption",TRUE,"THA:2016:N:c","THA2016",NA,0,0,0,85.5723832841759,0.02727074,0.004556511,18809,56.1269638773508,0.5531209,0.08293638,381495,34.046888485846,8.219298,1.422724,5668959,17.7738975135864,39.57534,11.47081,27295639,29.0452566325326,64.31109,25.31815,44356215,39.3584514356854,78.16045,36.92974,53908303,47.2030055359044,90.9874,53.17845,62755221,58.4773191761297,95.74868,63.32688,66039139,66.1449018319012,4.1354,0.6772635,2852240,17.6712596160038,10.71339,1.991218,7389168,18.8898362538598,19.0913,4.133045,13167524,21.7374613995319,0,8.6573709e-05,0.00265396416,0.07824982,1.147081,3.7977225,7.385948,15.953535,25.330752,0.03208874463,0.1178801056,0.2938594995,0.855723832841759,1.06641231366967,1.08950043154707,0.977564363247252,2.90452566325326,5.90376771535281,9.44060110718088,17.5431957528389,26.4579607327605,0,18809,362686,5287464,21626680,17060576,9552088,8846918,2932192,3283918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand",2017,"N","consumption",TRUE,"THA:2017:N:c","THA2017",NA,0,0,0,87.843336326541,0.02984758,0.003383013,20657,57.0346195537877,0.4421006,0.05877816,305977,38.999786030769,7.596634,1.346844,5257620,18.6029026115039,38.18278,11.03699,26426248,29.0103055682842,62.53356,24.43075,43279388,39.0948129524045,77.18109,35.94577,53416923,46.5577664587812,90.74559,52.34142,62804894,57.6981465761441,95.66096,62.65391,66206815,65.5232076681777,4.575197,0.7256095,3166487,17.3887825917243,11.03587,2.085701,7637910,19.1646573661486,19.58779,4.291315,13556682,22.1643522441223,0,6.4277247e-05,0.00188090112,0.07407642,1.103699,3.6646125,7.189154,15.702426,25.061564,0.035242853415,0.1266020507,0.3128368635,0.87843336326541,1.08365777152197,1.24799315298461,1.02315964363271,2.90103055682842,5.86422194286068,9.31155329175624,17.3094439728432,26.2092830672711,0,20657,285320,4951643,21168628,16853140,10137535,9387971,3003043,3401921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand",2018,"N","consumption",TRUE,"THA:2018:N:c","THA2018",NA,0,0,0,83.1752547575709,0.02406222,0.003566864,16706,54.0411017258742,0.5277695,0.06881842,366423,31.7778771416426,8.391458,1.457644,5826065,17.954253034317,39.36212,11.49558,27328539,29.2433432645264,63.14847,25.06288,43843051,39.6923567629756,77.41473,36.54538,53747904,47.1867071144689,90.76189,52.80447,63014641,58.1864272745829,95.77218,63.00318,66493211,65.7996735390991,4.59426,0.7081675,3189727,16.7067855956811,11.36671,2.117098,7891739,18.9645745316941,19.49782,4.286835,13537049,22.1703039636155,0,6.7770416e-05,0.00220218944,0.08017042,1.149558,3.759432,7.309076,15.841341,25.201272,0.03380791645,0.1263907506,0.306937386,0.831752547575709,1.02678093279161,1.01689206853256,0.987483916887435,2.92433432645264,5.95385351444634,9.43734142289378,17.4559281823749,26.3198694156396,0,16706,349717,5459642,21502474,16514512,9904853,9266737,2935313,3478570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand",2019,"N","consumption",TRUE,"THA:2019:N:c","THA2019",NA,0,0,0,81.7147739700281,0.07889203,0.01907709,54929,51.9544129546021,0.3486811,0.08082765,242771,37.5782547408004,6.165165,1.009793,4292532,16.9869408960949,37.20142,10.1193,25901705,27.2596872278134,62.50516,23.75073,43519581,37.9704155150685,77.44907,35.47492,53924366,45.7978736739735,91.38145,52.22542,63624866,57.1640668733489,96.14742,62.69638,66943201,65.2031239551367,3.437929,0.5338852,2393678,16.8040656178822,9.594126,1.672614,6679966,17.6294346193004,17.62505,3.646262,12271544,20.7656901389917,0,0.00036246471,0.0025864848,0.055538615,1.01193,3.5626095,7.094984,15.667626,25.078552,0.026016225796,0.1018621926,0.2665417522,0.817147739700281,0.98713384613744,1.20250415170561,0.93428174928522,2.72596872278134,5.69556232726027,9.1595747347947,17.1492200620047,26.0812495820547,0,54929,187842,4049761,21609173,17617876,10404785,9700500,2682381,3318335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan",1999,"N","consumption",TRUE,"TJK:1999:N:c","TJK1999",NA,11.10795,2.895074,679769,25.8457615079828,50.70493,15.62947,3102970,30.8295264184362,84.98291,38.09807,5200666,44.7847301718972,97.65736,61.18144,5976299,62.6563114447971,99.87183,78.29126,6111817,78.4165025369749,99.91455,85.49359,6114432,85.5580596372866,99.97864,89.10531,6118354,89.1685447279649,100,92.7307,6119661,92.7790298186433,100,94.54803,6119661,94.5842723639825,4.699516,1.250552,287594,26.6505103680204,9.455995,2.400451,578675,25.2515239126901,15.97123,4.07955,977385,25.6522423827969,0.02895074,0.29695993,1.21913824,3.3649792,7.829126,12.8240385,17.821062,27.81921,37.819212,0.00939164552,0.02251623038,0.045935733,0.258457615079828,0.585761001950288,1.43311136550071,3.44609712946384,7.84165025369749,12.833708945593,17.833708945593,27.833708945593,37.833708945593,679769,2423201,2097696,775633,135518,2615,3922,1307,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan",2003,"N","consumption",TRUE,"TJK:2003:N:c","TJK2003",NA,3.086308,0.6994516,201892,22.4531015776721,27.0071,7.076958,1766682,26.0067815808908,63.25429,23.17678,4137809,36.622755645326,89.00114,46.49264,5822051,52.2012259395858,98.19948,68.49093,6423765,69.7803513490751,99.58916,78.67625,6514672,79.0326874715945,99.80532,83.93925,6528812,84.0675408136401,100,89.27312,6541547,89.3183107005759,100,91.95484,6541547,91.9887330254319,3.921544,0.8438519,256530,20.9676081030977,10.02112,2.045084,655536,20.1802552792402,17.67779,3.981479,1156401,22.4612097468745,0.006994516,0.134462202,0.74165696,2.5570952,6.849093,11.8014375,16.78785,26.781936,36.781936,0.008911076064,0.0269951088,0.06306662736,0.224531015776721,0.494128850036925,1.17192818065043,2.87106742667722,6.97803513490751,11.8549031207392,16.813508162728,26.7954932101728,36.7954932101728,201892,1564790,2371127,1684242,601714,90907,14140,12735,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan",2004,"N","consumption",TRUE,"TJK:2004:N:c","TJK2004",NA,1.176845,0.1891571,78406,14.2372413089062,13.26892,2.986688,884027,22.3176842010422,45.0514,13.72305,3001500,30.4542823986166,79.51311,34.95614,5297473,43.9367019843764,95.44334,59.40348,6358807,62.2472696258729,98.61835,72.02354,6570338,73.0239396146636,99.57464,78.82448,6634050,79.1988080884565,99.91222,85.81446,6656541,85.8806516630424,99.9879,89.35574,6661583,89.4104887472818,4.523644,0.8950628,301383,19.9486069453153,10.70357,2.147307,713113,20.6910870201096,18.3229,4.075004,1220743,22.2942500859515,0.001891571,0.056747072,0.4391376,1.9225877,5.940348,10.803531,15.764896,25.744338,35.742296,0.012405570408,0.03721283031,0.0847600832,0.142372413089062,0.424035999819802,0.974537036755731,2.4165186091407,6.22472696258729,10.9535909421995,15.8397616176913,25.7641954989127,35.7641954989127,78406,805621,2117473,2295973,1061334,211531,63712,22491,806,5042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan",2007,"N","consumption",TRUE,"TJK:2007:N:c","TJK2007",NA,3.334148,1.428508,235480,43.0252242713766,9.228642,3.472961,651789,37.686992695643,31.14963,9.641708,2199996,30.9978281877819,70.68922,27.67753,4992548,39.2537482374876,95.30595,54.36253,6731147,57.0799696548277,98.76897,68.80207,6975728,69.6698124709828,99.29264,76.36786,7012713,76.858203043483,99.64914,84.09638,7037892,84.3856718145536,99.77964,88.00204,7047109,88.2892538609152,6.859959,2.761228,484496,41.0693748020296,10.95748,3.986522,773891,36.8534677730677,16.69794,5.60261,1179321,33.730650322419,0.01428508,0.065986259,0.308534656,1.52226415,5.436253,10.3203105,15.273572,25.228914,35.200816,0.04550503744,0.08216221842,0.1385525453,0.430252242713766,0.716052861217217,0.991930502009021,2.15895615306182,5.70799696548277,10.4504718706474,15.3716406086966,25.3157015443661,35.3157015443661,235480,416309,1548207,2792552,1738599,244581,36985,25179,15563,9217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan",2009,"N","consumption",TRUE,"TJK:2009:N:c","TJK2009",NA,0.1906079,0.004330622,14038,80.4949453690312,3.953322,0.7159294,291152,20.5350487582597,22.44892,5.167338,1653308,23.1981635950941,59.81579,20.43778,4405285,34.2867297695158,90.68313,46.75335,6678589,51.5694733875656,97.93648,62.99874,7212780,64.3611508839727,99.0336,71.88413,7293580,72.6166570341836,99.74607,81.08546,7346052,81.3266981787482,99.91622,85.76477,7358583,85.9293463457363,3.97563,0.7664236,292795,21.2508705935118,9.226632,1.929727,679519,21.7241635683508,15.99002,3.67581,1177625,23.3137773115947,4.330622e-05,0.0136026586,0.165354816,1.1240779,4.675335,9.449811,14.376826,24.325638,34.305908,0.01479197548,0.04654501524,0.1063779414,0.804949453690312,0.390165926406934,0.742341235043011,1.88577013732337,5.15694733875656,9.6541726325959,14.5233314068367,24.3980094536245,34.3717385382945,14038,277114,1362156,2751977,2273304,534191,80800,52472,6170,12531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan",2015,"N","consumption",TRUE,"TJK:2015:N:c","TJK2015",NA,0.3723865,0.09087431,31482,27.2654194493886,4.120718,0.8660087,348367,21.0643911436928,17.78985,4.540379,1503959,25.4391500513424,50.51068,17.12821,4270187,33.8741853869227,84.34943,41.31922,7130924,48.9234585075072,94.51058,57.79978,7989951,61.1973593578129,97.70821,67.45033,8260279,69.0759109138078,99.42954,77.9045,8405801,78.340940760159,99.8363,83.35181,8440189,83.4836911439191,5.882582,1.414597,497315,23.9075409777966,11.73441,2.831062,992030,24.1083416860123,19.02533,4.87151,1608407,25.5726990371996,0.0009087431,0.0164541653,0.145292128,0.94205155,4.131922,8.669967,13.490066,23.37135,33.340724,0.03092309042,0.07734461384,0.1597368129,0.272654194493886,0.400223431730163,0.814052801642957,1.86308019628075,4.89234585075072,9.17960390367193,13.8151821827616,23.5022822280477,33.3934764575676,31482,316885,1155592,2766228,2860737,859027,270328,145522,13839,34388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkmenistan",1998,"N","consumption",TRUE,"TKM:1998:N:c","TKM1998",NA,15.41887,4.13207,680509,26.7851774623996,49.8186,17.91046,2198733,35.9345614045272,75.38753,36.89331,3327213,48.9706995878908,91.68865,57.14612,4046659,62.2960549558449,98.15303,74.61358,4331963,76.0345903577429,99.43931,82.77519,4388733,83.2493001853966,99.69492,86.97278,4400014,87.2923417003837,99.85158,91.23361,4406929,91.3914199761037,99.92579,93.3972,4410204,93.466890471239,7.734169,1.763373,341346,22.839521400786,14.16557,3.578984,625194,25.3398617641455,20.83608,5.880547,919596,28.2215319767587,0.0413207,0.34029874,1.18058592,3.1430366,7.461358,12.4162785,17.394556,27.370083,37.35888,0.01341926853,0.03403613784,0.06709704127,0.267851774623996,0.682756666686017,1.56706238681251,3.42628302257147,7.60345903577429,12.4873950278095,17.4584683400767,27.4174259928311,37.3867561884956,680509,1518224,1128480,719446,285304,56770,11281,6915,3275,3275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Timor",2001,"N","consumption",TRUE,"TLS:2001:N:c","TLS2001",NA,7.575933,1.240464,68275,16.6497971869797,38.52558,11.2269,347198,29.0177556748211,69.85918,29.48182,629581,42.2306087219284,91.01144,51.91202,820208,57.0369543163961,98.20201,71.66719,885010,72.9655396389737,99.36413,80.75799,895483,81.2239579816487,99.71589,85.47374,898654,85.7096361604132,99.98571,90.27243,901085,90.3328467075671,100,92.70161,901214,92.7496350306753,5.337139,0.7206631,48099,13.5152236868089,11.88406,2.235089,107101,18.5294128167955,18.87755,4.439772,170127,23.5347434297419,0.01240464,0.2133111,0.94341824,2.8551611,7.166719,12.1136985,17.094748,27.081729,37.080644,0.00655803421,0.02541296193,0.0606028878,0.166497971869797,0.551337357821601,1.35137947910171,3.13703248740179,7.29655396389737,12.1835936972473,17.1419272320826,27.0998540122701,37.0998540122701,68275,278923,282383,190627,64802,10473,3171,2431,0,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Timor",2007,"N","consumption",TRUE,"TLS:2007:N:c","TLS2007",NA,2.706642,0.3647453,28051,12.9901214417048,37.39567,8.968038,387566,23.9785771164015,77.3379,29.94257,801524,38.6982082162246,96.0048,54.80747,994986,57.0583775759324,99.5882,74.54419,1032124,74.8824651295215,99.86884,82.94296,1035033,83.075344289506,99.95895,87.18425,1035967,87.2384852680089,99.98291,91.44879,1036215,91.4923235120059,99.99418,93.58474,1036332,93.6192426340045,1.406251,0.1345893,14574,8.76931397227358,4.93467,0.6701199,51143,13.3392807188708,12.73215,2.014192,131955,15.70146243544,0.003647453,0.170392722,0.95816224,3.01441085,7.454419,12.441444,17.43685,27.434637,37.433896,0.001183039947,0.007357916502,0.02654705056,0.129901214417048,0.455592965211629,1.23834266291919,3.13821076667628,7.48824651295215,12.4613016434259,17.4476970536018,27.4476970536018,37.4476970536018,28051,359515,413958,193462,37138,2909,934,248,60,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Timor",2014,"N","consumption",TRUE,"TLS:2014:N:c","TLS2014",NA,0.9811433,0.1228746,11522,10.5633656279775,21.95826,4.43215,257863,20.1186307363781,65.86774,21.15902,773505,32.1101392192564,91.82194,46.59131,1078294,50.7165611925432,98.75339,69.10215,1159692,69.9755810058904,99.65877,79.17513,1170324,79.4535074957676,99.89347,84.33403,1173080,84.3774479630733,99.96548,89.5367,1173926,89.5849653087155,99.98053,92.14731,1174102,92.1887239815367,1.574674,0.1925717,18492,10.9399916453081,5.385389,0.8063289,63242,14.8208720472096,11.88916,2.066055,139618,17.3101125120567,0.001228746,0.08421085,0.67708864,2.56252205,6.910215,11.8762695,16.866806,26.86101,36.858924,0.002048962888,0.01072417437,0.0329742378,0.105633656279775,0.382253983991184,1.02752445501621,2.78941086558988,6.99755810058904,11.9180261243651,16.8754895926147,26.8754895926146,36.8754895926147,11522,246341,515642,304789,81398,10632,2756,846,229,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tonga",2000,"N","consumption",TRUE,"TON:2000:N:c","TON2000",NA,0.2867585,0.03407246,281,23.4662519451632,3.026524,0.712378,2965,25.5881103624393,8.363743,2.528856,8194,30.820208358912,29.38775,9.330528,28792,31.6967313843411,62.87711,26.37193,61603,41.9411469780358,82.36471,42.26887,80695,51.3656532965499,91.10024,53.59605,89254,58.8336793262063,97.26938,67.36414,95298,69.2991775222433,98.85223,75.04402,96848,75.8708366340582,8.363743,2.568697,8194,30.9247188795604,15.83907,4.436391,15518,28.0624787656125,22.98458,6.996403,22519,30.6490768437519,0.0003407246,0.013535182,0.080923392,0.51317904,2.637193,6.3403305,10.71921,20.209242,30.017608,0.08276341734,0.17869782948,0.33813615699,0.234662519451632,0.486174096886347,0.986246667485184,1.74332022613876,4.19411469780358,7.70484799448248,11.7667358652413,20.789753256673,30.3483346536233,281,2684,5229,20598,32811,19092,8559,6044,1125,1550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tonga",2009,"N","consumption",TRUE,"TON:2009:N:c","TON2009",NA,0.1372239,0.01250635,143,63.3715671126588,1.106823,0.2678168,1150,29.9537172022545,8.8594,1.888284,9204,21.5705880223728,31.91556,9.226235,33157,28.974221055861,66.7761,28.03689,69374,41.969568598883,85.41171,44.46071,88734,52.1126845696063,92.0574,55.56319,95638,60.3813229230448,97.28455,68.80443,101069,70.694150972194,98.8485,76.1789,102694,77.0761744755082,7.436915,1.510642,7726,20.6047389901319,13.75348,3.258096,14288,23.9728658064281,21.72003,5.572375,22565,25.7741398616732,0.0001250635,0.0050885192,0.060425088,0.507442925,2.803689,6.6691065,11.112638,20.641329,30.47156,0.0456213884,0.122993124,0.2524285875,0.633715671126588,0.569120626842835,0.69025881671593,1.59358215807236,4.1969568598883,7.81690268544095,12.076264584609,21.2082452916582,30.8304697902033,143,1007,8054,23953,36217,19360,6904,5431,1196,1625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tonga",2015,"N","consumption",TRUE,"TON:2015:N:c","TON2015",NA,0,0,0,82.2855816750658,0.9524903,0.1802304,960,23.1747170800768,7.488758,1.453707,7547,20.1298390692207,27.45091,8.047896,27665,29.4726722056106,68.03783,26.762,68569,39.3921466800562,84.1066,43.59527,84763,51.7382868593705,90.9767,54.61619,91687,60.1067308402603,96.70508,67.87956,97460,70.2155623785713,98.45902,75.31887,99228,76.4928879668135,6.463486,1.186401,6514,18.5501541895719,12.60409,2.807002,12703,22.5386178623879,19.49697,4.942091,19649,25.5030446183716,0,0.0034243776,0.046518624,0.44263428,2.6762,6.5392905,10.923238,20.363868,30.127548,0.03617336649,0.10697484622,0.22600182143,0.822855816750658,0.440319624521459,0.644154850215062,1.62099697130858,3.93921466800562,7.76074302890557,12.0213461680521,21.0646687135714,30.5971551867254,0,960,6587,20118,40904,16194,6924,5773,1553,1768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tunisia",1985,"N","consumption",TRUE,"TUN:1985:N:c","TUN1985",NA,1.828145,0.371072,133996,19.0905479541295,15.09811,3.844478,1106630,25.452902317463,37.94303,13.15865,2781070,34.6504546505888,66.82643,30.1268,4898106,45.0526900381979,88.71982,52.68353,6502803,59.3626243671662,95.15467,65.97967,6974451,69.3499769091965,97.38114,73.59284,7137642,75.5292805004489,98.90817,81.82985,7249567,82.7129609749034,99.41821,86.17266,7286951,86.665508038329,9.896935,2.265421,725405,22.6130546304956,17.04762,4.496352,1249521,26.293282470708,24.37936,7.203944,1786908,29.5375707700415,0.00371072,0.073045082,0.4210768,1.656974,5.268353,9.8969505,14.718568,24.548955,34.469064,0.03638266126,0.09024178464,0.17354301096,0.190905479541295,0.483605144031797,1.10881454881884,2.47789795210088,5.93626243671662,10.4024965363795,15.1058561000898,24.813888292471,34.6662032153316,133996,972634,1674440,2117036,1604697,471648,163191,111925,42643,37384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tunisia",1990,"N","consumption",TRUE,"TUN:1990:N:c","TUN1990",NA,1.359251,0.3489664,112036,23.5649058559192,10.7344,2.701588,884782,24.8174097335877,30.52136,9.965383,2515722,32.5169773987479,59.63533,25.04813,4915440,41.9454193410137,86.88386,47.9292,7161399,55.1612085615657,95.27785,62.61559,7853273,65.7206764170855,97.76852,71.14637,8058566,72.7705048627898,99.19552,80.31572,8176187,80.9946006476367,99.59657,85.09421,8209243,85.4710453486374,10.05324,2.502244,828638,24.5622430519849,16.93672,4.691022,1396008,27.4804930157404,24.11187,7.334321,1987420,30.2363310170438,0.003489664,0.051330172,0.318892256,1.37764715,4.79292,9.3923385,14.229274,24.094716,34.037684,0.04634155888,0.1085971593,0.20382078059,0.235649058559192,0.471530784938166,1.04054327675993,2.30699806375575,5.51612085615657,9.85810146256282,14.554100972558,24.298380194291,34.188418139455,112036,772746,1630940,2399718,2245959,691874,205293,117621,33253,33056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tunisia",1995,"N","consumption",TRUE,"TUN:1995:N:c","TUN1995",NA,1.131586,0.2066387,103262,16.9232287322711,11.83302,2.837804,1079810,23.8792445005803,31.70679,10.56804,2893371,33.2751467877598,60.17901,25.79047,5491574,42.8290129748238,85.35567,48.05246,7789045,56.2250597945748,93.72799,62.14388,8553052,66.289512389398,96.74433,70.47141,8828305,72.847622767944,98.84599,79.65174,9020090,80.5939334456381,99.55276,84.55174,9084586,84.9520935268024,10.63806,2.473549,970765,23.1465027531175,17.65796,4.803082,1611359,27.1768411756053,24.70557,7.533999,2254482,30.4214405333788,0.002066387,0.053918276,0.33817728,1.41847585,4.805246,9.321582,14.094282,23.895522,33.820696,0.04504332729,0.10931814632,0.20575351269,0.169232287322711,0.453705645511026,1.06480469720831,2.35559571361531,5.62250597945748,9.9434268584097,14.5695245535888,24.1781800336914,33.980837410721,103262,976548,1813561,2598203,2297471,764007,275253,191785,40812,64496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tunisia",2000,"N","consumption",TRUE,"TUN:2000:N:c","TUN2000",NA,0.3485312,0.07848469,33837,27.7804903565794,6.013096,1.180724,583772,19.6220373074379,22.91983,6.48729,2225137,28.2943005041046,50.61126,19.34594,4913518,38.2951396067872,80.52855,41.28526,7817993,51.2998030287551,91.53312,56.53682,8886356,61.7915786680042,95.52199,65.85722,9273609,68.9586583443202,98.26035,76.29782,9539459,77.6109035755901,99.16312,81.9183,9627103,82.5700869957484,9.293662,2.00005,902261,21.6868868293764,16.44368,4.164049,1596410,25.3493181130546,23.79207,6.823118,2309817,28.7556441459766,0.0007848469,0.022433756,0.20759328,1.0640267,4.128526,8.480523,13.171444,22.889346,32.76732,0.0435410885,0.11330377329,0.2227748027,0.277804903565794,0.37281870884132,0.905417616131347,2.1062326783733,5.12998030287551,9.26873680020063,13.791731668864,23.283271072677,33.0280347982994,33837,549935,1641365,2688381,2904475,1068363,387253,265850,81247,87644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
